sample	TN	PATIENT	cancer	FDX1	LIAS	LIPT1	DLD	DLAT	PDHA1	PDHB	MTF1	GLS	CDKN2A
TCGA-BD-A3EP-01	tumor	TCGA-BD-A3EP	LIHC	9.8	8.03	6.07	10.79	10.34	11.4	10.76	8.31	10.35	7.7
TCGA-BD-A3EP-11	normal	TCGA-BD-A3EP	LIHC	10.61	7.82	5.76	11.39	9.61	11.28	11.13	8.35	9.13	5.14
TCGA-DD-A113-01	tumor	TCGA-DD-A113	LIHC	9.87	8.67	6.76	11.87	9.57	11.75	10.63	7.96	11.26	8.73
TCGA-DD-A113-11	normal	TCGA-DD-A113	LIHC	11.28	7.77	6.35	11.3	10.05	11.65	11.01	7.49	8.02	2.02
TCGA-DD-A114-01	tumor	TCGA-DD-A114	LIHC	9.42	5.98	5.54	11.24	9.77	11.26	10.39	8.05	11.77	10.4
TCGA-DD-A114-11	normal	TCGA-DD-A114	LIHC	11.03	8.29	6.17	11.54	9.45	11.74	11.01	8.02	9.61	6.32
TCGA-DD-A116-01	tumor	TCGA-DD-A116	LIHC	9.98	7.02	5.93	10.99	10.35	11.1	10.9	6.99	7.11	4.17
TCGA-DD-A116-11	normal	TCGA-DD-A116	LIHC	10.74	8.59	6.79	11.78	9.02	11.64	11.22	7.8	8.72	4.66
TCGA-DD-A118-01	tumor	TCGA-DD-A118	LIHC	10.3	9.26	6.81	12.57	10.61	13.3	10.83	8.21	9.66	4.65
TCGA-DD-A118-11	normal	TCGA-DD-A118	LIHC	11.49	8.73	6.35	11.3	9.73	11.13	11.05	7.76	7.94	4.03
TCGA-DD-A119-01	tumor	TCGA-DD-A119	LIHC	11.82	7.95	7.08	11.05	10.82	11.48	11.01	7.66	8.65	6.74
TCGA-DD-A119-11	normal	TCGA-DD-A119	LIHC	10.64	7.78	6.01	11.64	9.63	11.06	10.6	8.04	8.69	3.99
TCGA-DD-A11A-01	tumor	TCGA-DD-A11A	LIHC	10.63	9.1	6.61	12.22	10.96	11.44	11.17	7.37	9.02	8.12
TCGA-DD-A11A-11	normal	TCGA-DD-A11A	LIHC	10.79	7.22	6.71	11.58	10.03	11.46	10.54	8.62	9.56	4.45
TCGA-DD-A11B-01	tumor	TCGA-DD-A11B	LIHC	11.72	8.25	6.79	12	9.63	11.83	11.22	7.71	9.62	5.81
TCGA-DD-A11B-11	normal	TCGA-DD-A11B	LIHC	11.11	8.18	6.18	11.5	9.09	11.59	11.09	8.05	9.42	5.39
TCGA-DD-A11C-01	tumor	TCGA-DD-A11C	LIHC	10.68	7.77	5.79	11.09	10.25	10.9	10.61	8.25	8.55	8.97
TCGA-DD-A11C-11	normal	TCGA-DD-A11C	LIHC	10.59	7.7	5.88	11.51	9.62	11.36	11.05	7.72	7.31	3.87
TCGA-DD-A11D-01	tumor	TCGA-DD-A11D	LIHC	10.55	7.82	6.47	11.17	9.36	11.57	10.44	8.01	9.32	7.44
TCGA-DD-A11D-11	normal	TCGA-DD-A11D	LIHC	11	8.08	6.82	11.37	9.58	11.38	10.79	7.52	8.89	5.08
TCGA-DD-A1EB-01	tumor	TCGA-DD-A1EB	LIHC	10.75	8.31	6.05	11.59	10.12	11.47	11.09	9.02	8.04	7.61
TCGA-DD-A1EB-11	normal	TCGA-DD-A1EB	LIHC	11.11	7.77	6.29	11.73	9.22	11.33	11.31	7.46	8.44	2.31
TCGA-DD-A1EC-01	tumor	TCGA-DD-A1EC	LIHC	9.76	8.19	6.32	12.35	9.66	11.05	10.46	9.15	9.95	7.53
TCGA-DD-A1EC-11	normal	TCGA-DD-A1EC	LIHC	10.51	8.07	6.23	11.26	8.96	11.03	10.6	8.63	8.69	2.75
TCGA-DD-A1EE-01	tumor	TCGA-DD-A1EE	LIHC	10.03	8.15	6.92	11.15	10.54	11.16	10.15	8.94	6.5	7.46
TCGA-DD-A1EE-11	normal	TCGA-DD-A1EE	LIHC	10.56	8.32	6.45	11.17	9.16	11.08	10.76	8.25	8.68	6.37
TCGA-DD-A1EG-01	tumor	TCGA-DD-A1EG	LIHC	10.9	7.71	6.47	11.07	10.09	11.48	10.9	7.58	7.54	8.61
TCGA-DD-A1EG-11	normal	TCGA-DD-A1EG	LIHC	11.28	8.13	6.41	11.27	9.34	11.62	11.11	7.15	8.68	3.61
TCGA-DD-A1EH-01	tumor	TCGA-DD-A1EH	LIHC	10.18	8.53	6.59	11.1	9.49	10.36	10.8	7.37	10.01	5.53
TCGA-DD-A1EH-11	normal	TCGA-DD-A1EH	LIHC	11.51	8.59	7.04	11.28	9.39	11.6	11.43	7.66	8.73	3.02
TCGA-DD-A1EI-01	tumor	TCGA-DD-A1EI	LIHC	9.9	9.86	6.59	10.97	9.91	11.29	11.17	8.24	10.53	7.49
TCGA-DD-A1EI-11	normal	TCGA-DD-A1EI	LIHC	10.74	7.92	6.03	11.8	9.1	11.72	11.26	7.81	8.41	4.08
TCGA-DD-A1EJ-01	tumor	TCGA-DD-A1EJ	LIHC	9.63	8.06	6.76	11.23	10.28	11.51	12.05	6.93	9.97	6.69
TCGA-DD-A1EJ-11	normal	TCGA-DD-A1EJ	LIHC	11.16	8.42	7.18	11.76	10.19	11.81	11.68	7.81	8.9	3.97
TCGA-DD-A1EL-01	tumor	TCGA-DD-A1EL	LIHC	9.41	8.53	6.96	10.71	11.12	12.34	11.12	8.35	11.47	7.62
TCGA-DD-A1EL-11	normal	TCGA-DD-A1EL	LIHC	10.79	8.31	6.58	11.75	9.27	11.53	11.21	7.86	8.87	5.71
TCGA-DD-A39V-01	tumor	TCGA-DD-A39V	LIHC	9.89	8.49	7.01	10.65	10.13	10.56	10.48	7.75	7.61	8.52
TCGA-DD-A39V-11	normal	TCGA-DD-A39V	LIHC	11.04	7.99	6.58	11.67	9.34	11.64	11.15	7.28	8.78	2.34
TCGA-DD-A39W-01	tumor	TCGA-DD-A39W	LIHC	9.35	8.77	7.56	11.65	10.37	10.98	12.1	8.56	9.97	5.4
TCGA-DD-A39W-11	normal	TCGA-DD-A39W	LIHC	11.15	8.24	6.72	11.72	9.23	11.56	11.16	7.65	8.18	2.64
TCGA-DD-A39X-01	tumor	TCGA-DD-A39X	LIHC	10.77	8.77	7.23	10.68	9.43	11.89	10.99	7.85	8.74	4.59
TCGA-DD-A39X-11	normal	TCGA-DD-A39X	LIHC	11.04	8.21	6.67	11.48	8.91	11.41	11.67	7.88	7.61	2.24
TCGA-DD-A39Z-01	tumor	TCGA-DD-A39Z	LIHC	10.88	8.91	6.86	11.22	9.19	11.33	11.53	7.55	7.82	8.1
TCGA-DD-A39Z-11	normal	TCGA-DD-A39Z	LIHC	11.06	8.44	6.2	10.82	9.26	11.26	11.27	7.98	7.79	2.02
TCGA-DD-A3A1-01	tumor	TCGA-DD-A3A1	LIHC	10.98	8.6	7.37	11.08	10.45	11.45	10.82	8.4	9.22	9.11
TCGA-DD-A3A1-11	normal	TCGA-DD-A3A1	LIHC	11.16	8.5	6.59	11.16	8.65	11.69	11.03	7.37	7.45	5.1
TCGA-DD-A3A2-01	tumor	TCGA-DD-A3A2	LIHC	11.14	9.35	6.8	12.79	10.41	12.93	12.38	8.01	9.2	6.38
TCGA-DD-A3A2-11	normal	TCGA-DD-A3A2	LIHC	11.11	8.53	6.95	11.36	9.33	11.21	11.07	7.91	7.92	2.07
TCGA-DD-A3A3-01	tumor	TCGA-DD-A3A3	LIHC	10.22	8.5	6.16	10.5	10.27	10.79	10.71	6.79	8.17	6.58
TCGA-DD-A3A3-11	normal	TCGA-DD-A3A3	LIHC	10.9	7.28	6.74	10.98	9.41	10.83	10.76	8.1	8.4	4.16
TCGA-DD-A3A4-01	tumor	TCGA-DD-A3A4	LIHC	10.6	8.71	7.35	11.96	10.1	10.8	10.2	8.38	9.78	7.17
TCGA-DD-A3A4-11	normal	TCGA-DD-A3A4	LIHC	10.48	8.56	6.94	11.08	9.73	10.95	10.84	7.98	8.62	2.66
TCGA-DD-A3A5-01	tumor	TCGA-DD-A3A5	LIHC	11.63	8.29	6.44	10.57	9.24	10.77	10.41	7.79	7.91	9.92
TCGA-DD-A3A5-11	normal	TCGA-DD-A3A5	LIHC	11.11	8.24	6.67	11.47	9.51	11.34	11.08	7.8	6.81	2.31
TCGA-DD-A3A6-01	tumor	TCGA-DD-A3A6	LIHC	8.9	6.53	5.93	10.31	9.09	11.91	10.95	7.02	10.09	9.32
TCGA-DD-A3A6-11	normal	TCGA-DD-A3A6	LIHC	11.12	8.32	6.87	10.88	8.41	11.34	10.92	7.03	6.34	2.4
TCGA-DD-A3A8-01	tumor	TCGA-DD-A3A8	LIHC	10.98	7.91	6.9	11.41	9.6	11.26	11.39	7.84	6.14	6.68
TCGA-DD-A3A8-11	normal	TCGA-DD-A3A8	LIHC	10.95	7.94	5.44	11.78	8.88	11.96	11.62	6.7	8.85	3.4
TCGA-EP-A12J-01	tumor	TCGA-EP-A12J	LIHC	10.98	7.92	6.98	10.83	10.24	10.85	10.21	8.33	6.5	8.15
TCGA-EP-A12J-11	normal	TCGA-EP-A12J	LIHC	11.16	8.54	6.64	11.45	10	11.7	10.94	7.72	8.49	5.8
TCGA-EP-A26S-01	tumor	TCGA-EP-A26S	LIHC	10.66	8.74	7.27	11.62	9.61	11.25	11.03	8.77	6.84	7.33
TCGA-EP-A26S-11	normal	TCGA-EP-A26S	LIHC	10.99	8.65	6.4	11.94	9.58	11.39	11.24	8.19	8.59	2.66
TCGA-EP-A3RK-01	tumor	TCGA-EP-A3RK	LIHC	9.91	8.14	7.45	11.11	10.45	11.78	10.74	7.64	8.9	7.78
TCGA-EP-A3RK-11	normal	TCGA-EP-A3RK	LIHC	10.79	8.45	6.78	11.83	9.26	11.62	11.65	7.72	8.58	2.91
TCGA-ES-A2HT-01	tumor	TCGA-ES-A2HT	LIHC	11.31	7.67	6.44	11.09	10.32	12.82	10.84	7.6	8.6	4.6
TCGA-ES-A2HT-11	normal	TCGA-ES-A2HT	LIHC	11.23	8.23	7.14	11.33	9.7	11.54	10.78	8.31	9.6	6.57
TCGA-FV-A23B-01	tumor	TCGA-FV-A23B	LIHC	9.95	7.62	6.48	10.97	9.06	10.87	10.76	7.45	9.65	7.87
TCGA-FV-A23B-11	normal	TCGA-FV-A23B	LIHC	10.77	8.34	7.09	11.4	9.25	11.38	11.04	8.3	9.45	5.43
TCGA-FV-A2QR-01	tumor	TCGA-FV-A2QR	LIHC	11.03	7.94	5.93	10.92	9.9	11.03	10.44	8.15	11.48	7.21
TCGA-FV-A2QR-11	normal	TCGA-FV-A2QR	LIHC	10.84	7.53	5.87	11.08	9.83	11.15	10.93	7.96	9.45	6.02
TCGA-FV-A3I0-01	tumor	TCGA-FV-A3I0	LIHC	8.37	8.54	6.81	10.5	10.05	11.36	9.71	7.77	11.02	6.04
TCGA-FV-A3I0-11	normal	TCGA-FV-A3I0	LIHC	10.99	8.05	6.04	11.45	10.12	11.16	10.88	7.97	8.05	2.46
TCGA-FV-A3I1-01	tumor	TCGA-FV-A3I1	LIHC	10.67	8.47	6.7	11.51	10.7	11.15	10.65	8.35	10.69	3.92
TCGA-FV-A3I1-11	normal	TCGA-FV-A3I1	LIHC	10.67	8.92	6.66	11.34	9.31	11.26	10.77	8.33	8.25	3.6
TCGA-FV-A3R2-01	tumor	TCGA-FV-A3R2	LIHC	10.96	8.16	6.21	12.02	10.3	11.23	11.18	7.97	9.47	2.73
TCGA-FV-A3R2-11	normal	TCGA-FV-A3R2	LIHC	11	8.25	7.06	10.92	9.17	11.02	10.88	8.04	8.27	5.16
TCGA-G3-A3CH-01	tumor	TCGA-G3-A3CH	LIHC	10.43	8	6.53	11.41	9.79	11.44	11.06	8.2	8.45	9.3
TCGA-G3-A3CH-11	normal	TCGA-G3-A3CH	LIHC	10.96	7.8	6.08	11.57	9.24	11.5	11.18	7.52	8.7	4.59
TCGA-38-4625-01	tumor	TCGA-38-4625	LUAD	8.8	7.97	5.93	10.95	10.12	10.57	10.53	8.63	12.4	9.78
TCGA-38-4625-11	normal	TCGA-38-4625	LUAD	10.34	7.43	7.15	10.64	9.86	10.02	10.35	8.78	11.49	5.71
TCGA-38-4626-01	tumor	TCGA-38-4626	LUAD	9.59	6.95	6.12	10.49	10.07	10.05	10.17	9.06	12.11	7.63
TCGA-38-4626-11	normal	TCGA-38-4626	LUAD	11.01	7.4	6.71	10.57	9.82	10.06	10.22	9.28	12.12	5.41
TCGA-38-4627-01	tumor	TCGA-38-4627	LUAD	9.17	6.96	6.66	10.34	9.94	9.74	10.39	8.63	11.93	7.87
TCGA-38-4627-11	normal	TCGA-38-4627	LUAD	10.11	6.93	7.17	10.78	9.92	9.98	10.74	8.02	11.53	5.56
TCGA-38-4632-01	tumor	TCGA-38-4632	LUAD	9.51	7.54	6.89	10.43	12.03	10.2	10.25	8.15	12.58	7.99
TCGA-38-4632-11	normal	TCGA-38-4632	LUAD	10.47	7.63	7.16	10.96	10.13	10.1	10.38	8.68	11.2	3.76
TCGA-44-2655-01	tumor	TCGA-44-2655	LUAD	9.53	8.03	6.94	10.89	10.67	10.1	11	8.69	10.85	7.25
TCGA-44-2655-11	normal	TCGA-44-2655	LUAD	9.13	6.89	6.86	10.23	9.67	10.01	10.15	9.39	11.28	5.52
TCGA-44-2657-01	tumor	TCGA-44-2657	LUAD	9.32	7.68	7.78	10.12	9.78	10.04	9.87	9.16	12.58	8.78
TCGA-44-2657-11	normal	TCGA-44-2657	LUAD	9.55	7.19	7.28	10.31	9.7	9.99	10.29	9.12	11.44	6.09
TCGA-44-2661-01	tumor	TCGA-44-2661	LUAD	10.04	7.99	7.99	9.85	9.76	9.67	10.38	8.27	11.57	4.75
TCGA-44-2661-11	normal	TCGA-44-2661	LUAD	9.24	6.86	6.65	10.2	9.6	9.88	10.17	9.26	11.69	5.75
TCGA-44-2662-01	tumor	TCGA-44-2662	LUAD	9.35	7.15	6.06	11.15	10.47	10.18	9.72	9.3	10.44	9.46
TCGA-44-2662-11	normal	TCGA-44-2662	LUAD	9.02	6.01	6.01	10.22	9.3	10.1	9.98	9.15	11.39	4.29
TCGA-44-2665-01	tumor	TCGA-44-2665	LUAD	8.54	7.37	7.07	9.85	10.02	9.34	10.27	8.6	12.4	4.45
TCGA-44-2665-11	normal	TCGA-44-2665	LUAD	9.39	6.73	6.23	10.49	9.46	10	10	8.96	11.31	4.61
TCGA-44-2668-01	tumor	TCGA-44-2668	LUAD	8.78	6.46	6.21	10.44	10.17	9.88	9.65	8.99	11.39	6.42
TCGA-44-2668-11	normal	TCGA-44-2668	LUAD	9.67	6.23	5.79	10.55	9.69	10.05	9.8	9.41	11.96	4.74
TCGA-44-3396-01	tumor	TCGA-44-3396	LUAD	8.57	6.95	6.32	10.51	10.07	9.77	10.06	8.9	11	10.79
TCGA-44-3396-11	normal	TCGA-44-3396	LUAD	9.18	6.5	6.19	10.48	9.76	9.86	9.93	9.47	11.3	6.75
TCGA-44-3398-01	tumor	TCGA-44-3398	LUAD	9.77	8.23	7.62	10.62	10.45	9.12	10.9	7.66	11.91	7.22
TCGA-44-3398-11	normal	TCGA-44-3398	LUAD	9.2	7.23	6.93	10.48	9.6	10.07	10.24	9.35	11.44	6
TCGA-44-5645-01	tumor	TCGA-44-5645	LUAD	9.62	7.6	6.84	10.62	10.16	10.44	9.82	9.77	12.24	8.65
TCGA-44-5645-11	normal	TCGA-44-5645	LUAD	9.68	7.08	7.01	10.27	9.55	10.05	10.15	9.3	11.38	4.89
TCGA-44-6145-01	tumor	TCGA-44-6145	LUAD	8.82	6.66	6.16	11.25	9.79	10.07	9.59	9.65	10.5	10
TCGA-44-6145-11	normal	TCGA-44-6145	LUAD	9.7	6.2	6.26	10.54	9.46	10.08	9.78	9.48	11.66	5.45
TCGA-44-6146-01	tumor	TCGA-44-6146	LUAD	9.39	7.22	6.49	10.58	9.77	9.68	9.71	9.45	10.02	2.06
TCGA-44-6146-11	normal	TCGA-44-6146	LUAD	8.92	6.59	6.44	10.19	9.73	9.97	9.78	9.45	12	4.3
TCGA-44-6147-01	tumor	TCGA-44-6147	LUAD	8.94	7.04	6.6	10.55	10.01	9.79	9.74	9.47	10.66	7.09
TCGA-44-6147-11	normal	TCGA-44-6147	LUAD	9.36	5.8	6.27	10.28	9.2	10.16	9.41	9.76	12.16	4.54
TCGA-44-6148-01	tumor	TCGA-44-6148	LUAD	8.72	7.53	6.78	10.19	9.79	9.85	9.93	9.63	10.35	6.27
TCGA-44-6148-11	normal	TCGA-44-6148	LUAD	8.95	7.16	6.8	10.33	9.74	9.82	9.82	9.83	11.32	4.56
TCGA-44-6776-01	tumor	TCGA-44-6776	LUAD	9.41	7.57	6.24	10.89	10.6	10.23	9.92	8.73	10.14	6.88
TCGA-44-6776-11	normal	TCGA-44-6776	LUAD	9.54	7.08	6.66	10.53	9.84	10.17	10.13	9.53	12.02	4.88
TCGA-44-6777-01	tumor	TCGA-44-6777	LUAD	9.31	6.9	6.24	10.28	10.03	9.64	9.57	9.29	12.65	5.88
TCGA-44-6777-11	normal	TCGA-44-6777	LUAD	9.43	6.73	6.89	10.43	9.84	9.92	10.12	9.04	11.54	5.43
TCGA-44-6778-01	tumor	TCGA-44-6778	LUAD	9.46	6.79	6.34	10.7	10.59	9.79	9.97	9.76	11.12	7.8
TCGA-44-6778-11	normal	TCGA-44-6778	LUAD	9.51	6.74	6.67	10.34	9.62	9.91	9.76	9.59	11.9	4.51
TCGA-49-4490-01	tumor	TCGA-49-4490	LUAD	9.39	7.68	7.32	10.94	9.72	10.22	10.21	8.58	11.74	2.73
TCGA-49-4490-11	normal	TCGA-49-4490	LUAD	10.4	7.58	7.87	10.89	10.04	10.13	10.8	8.24	11.51	6.64
TCGA-49-4512-01	tumor	TCGA-49-4512	LUAD	9.23	6.98	6.53	10.01	9.34	11.16	10.5	8.26	11.41	7.58
TCGA-49-4512-11	normal	TCGA-49-4512	LUAD	10.38	7.67	7.52	10.83	10.27	10.16	10.98	7.84	11.62	5.89
TCGA-49-6742-01	tumor	TCGA-49-6742	LUAD	9.89	7.83	7.2	10.39	9.99	10.34	10.83	8.69	9.22	2.95
TCGA-49-6742-11	normal	TCGA-49-6742	LUAD	9.52	7.04	6.68	10.54	9.92	9.88	10.26	9.2	11.56	5.09
TCGA-49-6743-01	tumor	TCGA-49-6743	LUAD	8.82	6.42	6.21	10.39	10.76	10.13	9.95	9.66	9.67	10.25
TCGA-49-6743-11	normal	TCGA-49-6743	LUAD	9.84	6.76	7.08	10.68	9.87	10.1	10.45	9.11	11.59	4.67
TCGA-49-6744-01	tumor	TCGA-49-6744	LUAD	8.98	6.81	6.85	10.53	9.62	10.32	10.43	8.8	11.85	7.9
TCGA-49-6744-11	normal	TCGA-49-6744	LUAD	9.57	7.14	6.93	10.46	9.81	9.93	10.07	9.28	11.79	5.13
TCGA-49-6745-01	tumor	TCGA-49-6745	LUAD	9.09	7.57	6.34	11	11.02	10.13	9.93	8.9	13.21	8.13
TCGA-49-6745-11	normal	TCGA-49-6745	LUAD	9.99	7.43	7.66	10.66	10.25	9.93	10.78	8.4	11.66	5.33
TCGA-49-6761-01	tumor	TCGA-49-6761	LUAD	9	7.09	6.07	10.31	9.97	9.52	10.36	8.98	13.26	6.76
TCGA-49-6761-11	normal	TCGA-49-6761	LUAD	10.01	7.13	6.56	10.27	9.51	9.99	10.16	8.95	11.74	5.51
TCGA-50-5930-01	tumor	TCGA-50-5930	LUAD	9.74	6.36	6.38	11.39	10.43	10.26	10.72	9.06	9.54	3.96
TCGA-50-5930-11	normal	TCGA-50-5930	LUAD	9.5	6.95	6.62	10.41	9.64	10.06	10.09	8.92	11.15	3.8
TCGA-50-5931-01	tumor	TCGA-50-5931	LUAD	8.53	7.54	6.81	10.13	10.17	10.6	9.46	9.09	9.65	8.69
TCGA-50-5931-11	normal	TCGA-50-5931	LUAD	9.94	6.02	6.53	10.32	9.89	10	10.14	9.53	11.61	5.51
TCGA-50-5932-01	tumor	TCGA-50-5932	LUAD	9.7	7.38	6.51	10.79	10.85	10.35	9.87	8.29	10.2	4.03
TCGA-50-5932-11	normal	TCGA-50-5932	LUAD	9.46	7.11	6.57	10.43	9.78	9.97	9.82	9.3	11.72	5.1
TCGA-50-5933-01	tumor	TCGA-50-5933	LUAD	8.72	6.89	6.04	10.69	11.16	9.72	10.36	9.14	13.81	6.22
TCGA-50-5933-11	normal	TCGA-50-5933	LUAD	9.55	5.72	6	10.43	9.55	9.93	9.68	9.72	11.49	4.22
TCGA-50-5935-01	tumor	TCGA-50-5935	LUAD	9.36	6.92	6.81	10.51	10.08	10.67	9.73	8.13	12.78	4.92
TCGA-50-5935-11	normal	TCGA-50-5935	LUAD	9.4	6.72	6.25	10.38	9.91	9.78	10.17	9.35	11.65	5.57
TCGA-50-5936-01	tumor	TCGA-50-5936	LUAD	9.16	7.77	6.25	10.53	10.41	10.22	10.19	8.53	9.43	8.9
TCGA-50-5936-11	normal	TCGA-50-5936	LUAD	9.67	6.81	6.46	10.32	9.71	9.97	9.94	9.47	11.88	4.35
TCGA-50-5939-01	tumor	TCGA-50-5939	LUAD	9.59	7.35	6.7	10.71	10.53	9.88	9.68	9.58	10.62	9.87
TCGA-50-5939-11	normal	TCGA-50-5939	LUAD	9.34	6.35	6.84	10.44	9.6	10.01	9.98	9.58	11.45	5.75
TCGA-50-6595-01	tumor	TCGA-50-6595	LUAD	8.62	7.3	6.29	10.39	10.17	10.13	9.76	9.03	10.57	9.69
TCGA-50-6595-11	normal	TCGA-50-6595	LUAD	9.45	6.97	6.92	10.29	9.71	9.96	10.06	9.35	11.52	5.29
TCGA-55-6968-01	tumor	TCGA-55-6968	LUAD	9.52	6.6	6.54	10.77	10.91	10.12	10.12	10.22	11.33	10.99
TCGA-55-6968-11	normal	TCGA-55-6968	LUAD	9.5	7.59	6.56	10.45	9.69	10.04	10.28	8.98	11.56	5.92
TCGA-55-6969-01	tumor	TCGA-55-6969	LUAD	9.44	6.92	6.54	11.05	10.27	10.54	10.04	8.81	10.77	5.89
TCGA-55-6969-11	normal	TCGA-55-6969	LUAD	9.33	6.87	6.39	10.21	9.52	9.95	9.78	9.38	12.37	4.63
TCGA-55-6970-01	tumor	TCGA-55-6970	LUAD	9.25	7.78	6.68	11.39	11	10.01	10.67	9.36	10.84	5.42
TCGA-55-6970-11	normal	TCGA-55-6970	LUAD	9.53	6.83	6.96	10.43	9.61	9.95	10.06	9.6	12.04	4.2
TCGA-55-6971-01	tumor	TCGA-55-6971	LUAD	8.83	6.31	6.38	10.48	9.64	10.03	10.17	9.21	11.07	9.23
TCGA-55-6971-11	normal	TCGA-55-6971	LUAD	9.67	7.14	6.94	10.31	9.57	9.98	9.87	9.11	12.17	5.04
TCGA-55-6972-01	tumor	TCGA-55-6972	LUAD	9.13	9.34	8.12	10.72	10.36	10.19	10.96	8.56	9.15	4.43
TCGA-55-6972-11	normal	TCGA-55-6972	LUAD	9.16	7.23	7	10.21	9.5	9.92	9.76	9.46	11.49	3.68
TCGA-55-6975-01	tumor	TCGA-55-6975	LUAD	9.25	7.75	6.61	10.85	10.29	10.14	10.17	8.61	10.32	6.46
TCGA-55-6975-11	normal	TCGA-55-6975	LUAD	9.4	6.9	6.72	10.36	9.63	9.83	9.89	9.66	12.15	4.66
TCGA-55-6978-01	tumor	TCGA-55-6978	LUAD	8.62	7.06	6.04	11.57	10.35	10.27	10.07	8.88	11.98	9.31
TCGA-55-6978-11	normal	TCGA-55-6978	LUAD	9.35	6.95	6.4	10.37	9.97	9.81	9.9	9.59	11.56	4.97
TCGA-55-6979-01	tumor	TCGA-55-6979	LUAD	9.78	7.25	6.98	10.41	10.25	9.79	10.02	8.82	11.17	10.83
TCGA-55-6979-11	normal	TCGA-55-6979	LUAD	9.75	6.97	6.81	10.46	9.47	9.93	9.87	9.34	11.98	5.32
TCGA-55-6980-01	tumor	TCGA-55-6980	LUAD	9.85	7.52	6.52	10.48	9.88	10.65	9.87	9.56	11.51	8.01
TCGA-55-6980-11	normal	TCGA-55-6980	LUAD	8.96	7.34	6.71	10.1	9.55	9.86	9.9	9.41	11.51	4.15
TCGA-55-6981-01	tumor	TCGA-55-6981	LUAD	9.6	6.57	6.29	9.6	10.1	9.94	9.96	9.41	11.11	10.48
TCGA-55-6981-11	normal	TCGA-55-6981	LUAD	9.15	7.23	7.15	10.34	9.45	9.99	10	9.42	11.66	4.86
TCGA-55-6982-01	tumor	TCGA-55-6982	LUAD	9.57	7.21	6.31	10.02	10.08	10.76	9.66	9.06	13.2	9.12
TCGA-55-6982-11	normal	TCGA-55-6982	LUAD	9.07	7.06	6.64	10.18	9.8	9.92	9.86	9.38	11.69	5.69
TCGA-55-6983-01	tumor	TCGA-55-6983	LUAD	9.38	6.85	6.9	10.39	10.18	10.23	9.95	8.77	11.18	5.79
TCGA-55-6983-11	normal	TCGA-55-6983	LUAD	9.92	7.19	6.79	10.66	9.88	10.1	9.78	9.69	11.69	5.05
TCGA-55-6984-01	tumor	TCGA-55-6984	LUAD	9.31	6.9	6.28	10.31	9.74	9.76	9.98	9.39	9.81	9.34
TCGA-55-6984-11	normal	TCGA-55-6984	LUAD	9.96	7.48	6.72	10.49	9.99	10.1	10.19	9.39	12.06	5.17
TCGA-55-6985-01	tumor	TCGA-55-6985	LUAD	9.07	6.28	7.08	10.45	10.03	9.54	9.67	9.54	11.41	4.8
TCGA-55-6985-11	normal	TCGA-55-6985	LUAD	9.8	7.32	7.47	10.57	9.78	10.09	10.08	9.53	12.03	5.79
TCGA-55-6986-01	tumor	TCGA-55-6986	LUAD	9.25	7.95	6.75	10.45	10.47	10	10.54	9.06	10.16	8.16
TCGA-55-6986-11	normal	TCGA-55-6986	LUAD	9.75	7.28	6.92	10.2	9.89	9.84	9.9	9.73	11.24	4.95
TCGA-73-4676-01	tumor	TCGA-73-4676	LUAD	9.49	6.98	6	11.78	10.63	10.88	10.33	8.53	13.35	9.62
TCGA-73-4676-11	normal	TCGA-73-4676	LUAD	11.18	7.2	6.81	10.66	9.9	9.93	10.52	8.18	11.36	4.91
TCGA-91-6828-01	tumor	TCGA-91-6828	LUAD	8.73	6.02	6.07	10.04	10.19	9.86	10.51	9.12	11.4	5.37
TCGA-91-6828-11	normal	TCGA-91-6828	LUAD	9.36	6.76	6.47	10.5	9.84	9.92	9.67	9.98	11.64	4.3
TCGA-91-6829-01	tumor	TCGA-91-6829	LUAD	8.91	6.71	6.87	10.51	9.36	10.16	9.91	9.24	13.01	10.14
TCGA-91-6829-11	normal	TCGA-91-6829	LUAD	9.6	7.55	6.38	10.76	9.78	10.47	10.16	9.36	11.67	5.48
TCGA-91-6831-01	tumor	TCGA-91-6831	LUAD	8.93	6.81	6.68	10.4	11.02	10.72	9.94	9.53	10.76	4.17
TCGA-91-6831-11	normal	TCGA-91-6831	LUAD	9.38	6.64	6.28	10.53	9.89	10.02	9.81	9.56	12.3	5.54
TCGA-91-6835-01	tumor	TCGA-91-6835	LUAD	8.6	6.93	6.48	10.7	9.02	9.93	9.4	9.19	14.04	8.33
TCGA-91-6835-11	normal	TCGA-91-6835	LUAD	8.96	7.12	6.47	10.09	9.84	9.84	9.91	9.63	11.44	6.84
TCGA-91-6836-01	tumor	TCGA-91-6836	LUAD	7.99	7.03	6.23	11.47	9.93	10.7	10.52	9.26	10.89	7.46
TCGA-91-6836-11	normal	TCGA-91-6836	LUAD	9.55	7.35	6.66	10.43	9.81	10	10.14	9.16	11.91	4.98
TCGA-91-6847-01	tumor	TCGA-91-6847	LUAD	8.25	7.5	6.84	10.52	10.15	10.5	9.96	9.2	11.33	11.2
TCGA-91-6847-11	normal	TCGA-91-6847	LUAD	9.42	6.97	6.56	10.23	9.94	10.02	9.86	9.43	11.84	3.87
