sample	CancerType	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-FD-A43X-01	BLCA	0	0.152482458	0.045509359	0.083557818	0.179992933	0	0	0.107044245	0	0	0.06400278	0	0.051380331	0.036648363	0	0.165140433	0	0.032207797	0.082033482	0	0	0	0.132	0.092244115	1.044287359
TCGA-FD-A43U-01	BLCA	0.01366796	0.035622778	0.008359478	0.141554962	0	0	0.017672608	0.050280753	0.085111532	0	0.011228806	0.010015897	0.080082179	0.334826785	0.007648353	0.16748706	0.008561909	0	0.02787894	0	0	0	0.176	0.074748071	1.071357864
TCGA-FD-A43N-01	BLCA	0.20965364	0	0.246364025	0.059349299	0.056822211	0	0	0.023089891	0.019468939	0	0.045522985	0	0.011398618	0.026174313	0.016706447	0.155427468	0	0.0855929	0	0.031685749	0	0.012743516	0	0.472761521	0.884645871
TCGA-FD-A43S-01	BLCA	0.086468756	0.047628061	0.057885499	0.23166494	0	0	0	0.185504137	0.10244705	0	0	0.067676612	0.018631226	0.001163943	0.007054774	0.129991923	0	0	0.063883078	0	0	0	0.01	0.237304842	1.003604008
TCGA-FD-A43P-01	BLCA	0.082808546	0	0.025310996	0.264391152	0	0.006027036	0.00229736	0.143106164	0.099429212	0	0	0.072159017	0.021040515	0.031033685	0.132806798	0.117274268	0	0	0	0.002315251	0	0	0.068	0.143115408	1.054246544
TCGA-GU-A42Q-01	BLCA	0	0.074493867	0.035198289	0.028103669	0.008152103	0.048153387	0	0.103571437	0	0	0.021640628	0.065176936	0	0.497227088	0.028917667	0.073250712	0.007650594	0	0.008463625	0	0	0	0.088	0.122854255	1.075763536
TCGA-CF-A5U8-01	BLCA	0	0.046051479	0.18811808	0.190407314	0.094919899	0	0	0.147764624	0	0	0.014398719	0.0535031	0.00363559	0	0	0.181870524	0	0.042869998	0	0	0	0.036460673	0.076	0.138449058	1.049740608
TCGA-CF-A47X-01	BLCA	0	0.246515185	0.062938967	0.080808245	0.092813774	0.076625764	0	0.069098288	0	0	0.029394703	0	0	0	0	0.170634195	0.022916861	0.134102759	0	0.014151258	0	0	0.078	0.134503017	1.038283282
TCGA-CF-A47V-01	BLCA	0	0.107375741	0.036941221	0.158471666	0.1004159	0	0	0.184048743	0.045520571	0	0	0.021623483	0.045891461	0	0.023255824	0.180228959	0.002640666	0.062940696	0.003395637	0.027249432	0	0	0.08	0.129233735	1.039769234
TCGA-CF-A47T-01	BLCA	0	0.059379409	0.03975522	0.027744107	0.418834806	0	0	0.219528152	0.001715087	0.035521154	0.019897138	0	0.011918475	0.058108109	0.003727225	0.037593293	0.005903395	0.015057396	0.045317032	0	0	0	0.298	0.038804688	1.120281006
TCGA-CF-A47S-01	BLCA	0.002842989	0	0.040398076	0.116441174	0.113250059	0	0	0.149604909	0.12696024	0	0	0.027277801	0.025480847	0.002192455	0.162272555	0.084498049	0.017381144	0.097197442	0	0.034202258	0	0	0.11	0.10272759	1.075087829
TCGA-BT-A42E-01	BLCA	0.016413961	0.018539182	0	0.18971226	0	0	0.049018992	0.0722885	0.144364682	0	0.080323417	3.16E-05	0.023459107	0.024684594	0.160076469	0.138925035	0.020081104	0.025748086	0	0.036333058	0	0	0.114	0.099948658	1.064798682
TCGA-C4-A0EZ-01	BLCA	0	0.034488383	0.129470962	0.100527397	0.038708594	0	0	0.161004415	0	0	0	0.030776259	0.009639292	0.131748343	0.070559099	0.293077255	0	0	0	0	0	0	0.092	0.11791033	1.045033991
TCGA-K4-A3WU-01	BLCA	0.207320241	0.202431401	0.011179169	0.107015727	0.05657177	0.038518449	0	0.088716335	0.027006474	0	0	0.011068624	0.016941233	0.036271583	0.009965982	0.136393023	0	0.011781542	0.033316585	0	0	0.005501861	0	0.476615306	0.879028391
TCGA-BT-A42C-01	BLCA	0	0.156119793	0.110485821	0.061017875	0.073594479	0	0	0.134620479	0.033437438	0	0.02193774	0	0.05400073	0	0	0.053385771	0	0.194107603	0	0.076072517	0	0.031219755	0	0.331733268	0.948941029
TCGA-FJ-A3Z7-01	BLCA	0	0.093469323	0.065356671	0.153403844	0	0.080555585	0	0.072388086	0	0	0.095726238	0	0.027271142	0.071845429	0.0522704	0.107988349	0	0.034659623	0	0.14506531	0	0	0.014	0.219128234	0.997308715
TCGA-GV-A3QK-01	BLCA	0	0.053440749	0.034363616	0.168901057	0	0.001978649	0.004495602	0.108921644	0.168492624	0	0.002786753	0.027972529	0.020335795	0.036785161	0.023426798	0.151923773	0.0263631	0.143848961	0.02596319	0	0	0	0.078	0.131767875	1.036284958
TCGA-DK-A3WW-01	BLCA	0.004835669	0	0.017611559	0.302746669	0	0	0.069729015	0.098838459	0.016183737	0	0.061583207	0.025668081	0.007922167	0	0.13681082	0.205047058	0.00508735	0	0	0.047936208	0	0	0.04	0.189771498	1.025534425
TCGA-FJ-A3ZF-01	BLCA	0	0.145902438	0.036113268	0.140010212	0.299938796	0	0	0.000186302	0.015517974	0	0.055962439	0	0.054704387	0	0	0.0993383	0	0.108219611	0	0.044106273	0	0	0.044	0.168955383	1.024689335
TCGA-FJ-A3ZE-01	BLCA	0	0.166231768	0.024711536	0.245635458	0.120492751	0	0	0.038324433	0	0	0	0.034038943	0.016645174	0	0	0.235259738	0	0.086108746	0	0.016887848	0	0.015663604	0.92	-0.026527335	1.102082592
TCGA-GC-A3YS-01	BLCA	0	0.044778733	0.014072966	0.040246331	0	0.136803819	0	0.044845217	0.033573333	0	0.077885981	0.027202699	0.010072738	0.043778824	0.004194083	0.328638635	0.066440422	0.100138028	0	0.027328191	0	0	0.058	0.150353836	1.022453006
TCGA-GV-A40G-01	BLCA	0	0.068330271	0.030022752	0.121041812	0.179666505	0	0	0.124033508	0	0	0.052250242	0.012954426	0.167506475	0	0	0.117398627	0	0.100307986	0.006126969	0.008051152	0	0.012309275	0.69	-0.011229434	1.090010756
TCGA-GU-A42R-01	BLCA	0	0.169939218	0.055404524	0.148221764	0.134760599	0	0	0.052560221	0	0	0.090785819	0	0.128662782	0	0	0.11378558	0	0.085548679	0.020330814	0	0	0	0.272	0.04564979	1.067388682
TCGA-GV-A40E-01	BLCA	0	0.037667178	0.016841843	0.183683406	0	0	0	0.117708002	0	0	0	0.039087187	0.012857646	0.021672824	0	0.217088759	0	0.188297939	0	0.145310135	0	0.01978508	0.062	0.147160102	1.029158563
TCGA-CF-A47W-01	BLCA	0	0.037353558	0.011334615	0.096904442	0.029824508	0.04130479	0	0.036585033	0.055820142	0	0.086421886	0	0.068863886	0.056514132	0.021306855	0.122907258	0.016645525	0	0.305339083	0	0.012874287	0	0.7	-0.011967414	1.086466631
TCGA-CF-A47Y-01	BLCA	0	0.050526736	0.096092983	0.31869289	0.061714882	0	0	0.159840951	0	0	0.005214086	0.022390496	0.045253755	0	0.009042488	0.114748943	0	0.01991178	0.095779144	0	0	0.000790867	0.112	0.100755268	1.061870961
TCGA-BT-A42F-01	BLCA	0.056107909	0	0.105985587	0.124899302	0	0	0.031589368	0.093962219	0.030844714	0	0.077141865	0	0.027814235	0.189940749	0.041557838	0.162718273	0.007065787	0	0	0.050372153	0	0	0.01	0.235473504	0.989212199
TCGA-GV-A3QH-01	BLCA	0	0.110764821	0	0.085510133	0.063385465	0	0	0.112676561	0	0	0	0.070791435	0.014973245	0.049114322	0	0.316614165	0	0.176169852	0	0	0	0	0.968	-0.035046307	1.100684289
TCGA-GV-A3QG-01	BLCA	0.237282621	0	0	0.098125662	0	0.096100598	0	0.070195085	0.044630066	0	0	0.030679537	0.017746556	0.140823606	0.079506449	0.159020828	0	0	0.025888992	0	0	0	0.004	0.278142634	0.973826337
TCGA-GD-A3OQ-01	BLCA	0.015392765	0	0	0.105607292	0	0.033672236	0	0.204487995	0	0	0.0229452	0	0.050330206	0.131182831	0.024061578	0.177872492	0.000482708	0.103980962	0	0.06568922	0.040481508	0.023813008	0.264	0.048333025	1.064677768
TCGA-GV-A3JV-01	BLCA	0.143590066	0	0.111875525	0.161326727	0	0.022115376	0.004299218	0.185201029	0.020999005	0	0	0.017349733	0.003984972	0	0.085879802	0.180352531	0.030793622	0.003398579	0.028833815	0	0	0	0	0.323951421	0.954997352
TCGA-CU-A3YL-01	BLCA	0	0.018853288	0.029559417	0.433512914	0	0	0	0.161095995	0.03591394	0	0	0.005001839	0.057531478	0.007704253	0.002289938	0.133607254	0.024071031	0.058529518	0.032329136	0	0	0	0.196	0.068805306	1.087665545
TCGA-DK-A3WY-01	BLCA	0.226282813	0.305660592	0.036896279	0.055323679	0	0.071408691	0	0.121693093	0.039554769	0	0	0.013391746	0.00449044	0.036347281	0.019056983	0.059531618	0	0	0.010362016	0	0	0	0	0.520334888	0.858072139
TCGA-GV-A3QF-01	BLCA	0	0.158243015	0.016516243	0	0.256814162	0	0	0.045360865	0	0	0.082584105	0	0.10816645	0.142371535	0.000319439	0	0	0.019269721	0	0.077532561	0.04425412	0.048567784	0.298	0.038750769	1.067266637
TCGA-K4-A3WV-01	BLCA	0	0.184348233	0.02269368	0.005868933	0.11667383	0.06698272	0	0.087992045	0	0	0.029952061	0.029540767	0.053225146	0.160682114	0	0	0	0.052480345	0	0.165010871	0.024549256	0	0.936	-0.028378404	1.100709183
TCGA-FD-A3SR-01	BLCA	0.024663153	0	0.020739625	0.131112077	0	0.119654775	0	0.049877685	0.095384268	0	0	0.007449411	0.024892081	0	0.207148546	0.209058342	0.018662217	0	0.09135782	0	0	0	0.044	0.167901918	1.031672386
TCGA-G2-A3VY-01	BLCA	0	0.0561061	0.046212065	0.170999735	0.318361355	0	0	0	0	0	0.081551583	0	0.032407326	0	0	0.052328607	0.094956142	0.049403767	0	0.095178582	0	0.002494738	0.04	0.190126046	1.016390559
TCGA-GV-A3QI-01	BLCA	0	0.022640291	0	0.222897169	0.237573371	0	0	0	0	0	0	0.040606462	0.01512224	0	0	0.351409519	0	0.044804042	0.064946906	0	0	0	0.814	-0.020261847	1.104542917
TCGA-FD-A3SL-01	BLCA	0.046013905	0	0.015756249	0.075176242	0	0.016657367	0	0.073569121	0.004815553	0	0	0.060449904	0.01155712	0.136584622	0.14618914	0.29831581	0.034870562	0	0.080044405	0	0	0	0.126	0.095691326	1.05524717
TCGA-DK-A3WX-01	BLCA	0.005857101	0	0.020965748	0.147619809	0	0.106253068	0.00949134	0.075986514	0.012145978	0	0.069503014	0.047723889	0.007193738	0.128297199	0.081386408	0.067964656	0.015059056	0	0	0.04555452	0	0.158997962	0.198	0.067118667	1.074252532
TCGA-DK-A3X2-01	BLCA	0	0.087128389	0.045487056	0.068060384	0.059789821	0	0	0.033122187	0	0	0	0.022773986	0.004451507	0.027243285	0	0.492399152	0	0.13843478	0	0.021109452	0	0	0.064	0.145804722	1.035396532
TCGA-FD-A3SN-01	BLCA	0.006074216	0	0.086787475	0.203663449	0	0.013408495	0	0.054741933	0	0	0.018451828	0.084088473	0.010062751	0.065335617	0.086139292	0.30143425	0.006528407	0	0	0.051825166	0	0.011458648	0.052	0.160871842	1.026847743
TCGA-DK-A3X1-01	BLCA	0	0.092789275	0.080191267	0.096081419	0.031780107	0	0	0.186679467	0.019396158	0	0.057225576	0	0.032657093	0.036859667	0.032803967	0.280724134	0	0.030238905	0	0.018902975	0.003669989	0	0.008	0.247005822	0.983108846
TCGA-E7-A3X6-01	BLCA	0.007890174	0	0.011120613	0.200623994	0	0	0.055400846	0.169211095	0.034356852	0	0	0.066344058	0.013097621	0.022053188	0.123754011	0.162300057	0.02016539	0.030149575	0.074220454	0	0	0.009312072	0.162	0.080266357	1.063101476
TCGA-GC-A3BM-01	BLCA	0	0.054544308	0.010334955	0.168616063	0	0.079162693	0	0.237337121	0	0	0	0.034654907	0.024855493	0	0.112811087	0.12670746	0.071119476	0.016060347	0	0.063796091	0	0	0.092	0.117753739	1.04950829
TCGA-E7-A3Y1-01	BLCA	0	0.119426243	0.062134847	0.258479357	0	0.014558959	0	0.139445337	4.89E-05	0	0.010623603	0.038697397	0.035430422	0	0.012205624	0.231972837	0.003969345	0	0.073007113	0	0	0	0.05	0.163770963	1.022527066
TCGA-GC-A3OO-01	BLCA	0	0.068651302	0.011147921	0.031103673	0	0	0	0.107773333	0	0	0	0.031636384	0.007667451	0.267006018	0.013795202	0.353701863	0	0	0.107516854	0	0	0	0.044	0.170587339	1.031827716
TCGA-FD-A3SM-01	BLCA	0.013698394	0	0.076617011	0.030768876	0	0.06315171	0	0.052726258	0.002765628	0	0	0.000842424	0	0.397051878	0.067970443	0.233493337	0	0	0.060914042	0	0	0	0.1	0.107523705	1.076178424
TCGA-FD-A3SQ-01	BLCA	0.318964443	0	0.206712134	0.031924942	0.015424501	0	0	0.039816706	0.024226522	0.002535807	0.022007685	0	0.004541541	0.130779863	0.016808663	0.150257891	0.013659406	0.000626795	0.021713099	0	0	0	0	0.486831483	0.879838215
TCGA-FD-A3SO-01	BLCA	0.033633227	0	0.022933793	0.103195748	0	0	0	0.086914543	0.003001817	0	0	0	0.010652724	0	0.131225553	0.473678134	0.014354534	0	0	0.095198052	0	0.025211876	0.126	0.095272495	1.06343036
TCGA-K4-A3WS-01	BLCA	0.171043144	0	0.047027294	0.129231557	0	0.031773174	0	0.0415428	0.046237301	0	0.012702458	0.015665365	0.035384868	0	0.176913758	0.164824756	0.027519619	0.010501727	0.089632179	0	0	0	0.004	0.278773767	0.975318416
TCGA-FD-A3SP-01	BLCA	0.008165209	0	0.015605031	0.111678125	0	0.163965306	0	0.024986923	0.053585679	0	0.008987106	0	0.011945129	0.173712284	0.052996444	0.276296118	0.041944439	0	0	0.056132209	0	0	0.196	0.068044968	1.065299514
TCGA-GC-A3WC-01	BLCA	0.041446497	0.041303504	0.014851791	0.167533311	0	0.076936558	0.020179117	0.107850817	0.020882976	0	0.003818357	0.017411477	0.011678346	0.010441225	0.151423825	0.21629697	0.07392569	0	0.024019539	0	0	0	0.07	0.142275333	1.032565965
TCGA-GC-A3RD-01	BLCA	0	0.103762257	0.006635422	0.025771572	0.08655556	0	0	0.021825333	0	0	0.084364616	0	0.019907304	0.167130948	0	0.352412006	0	0.069393253	0	0.055400189	0.006841538	0	0.044	0.167147773	1.022976828
TCGA-GC-A3RC-01	BLCA	0.010386457	0	0.001900926	0.091215872	0	0.227744385	0	0.027834792	0.015547674	0	0.01942012	0.032027164	0	0.159904957	0.035030301	0.344248758	0.013334231	0.013199063	0	0.008205297	0	0	0.236	0.05711202	1.077011524
TCGA-GV-A3JX-01	BLCA	0.044019458	0	0.052655148	0.198553491	0	0	0	0.177235497	0	0	0	0.050314142	0.004594036	0	0.128787782	0.285651906	0.001087071	0.05710147	0	0	0	0	0.028	0.193962097	1.016256586
TCGA-CU-A3QU-01	BLCA	0.01159856	0	0	0.124500357	0.014290706	0.104050491	0	0.006910986	0	0	0.078350747	0	0.165228074	0.222059948	0	0.0695595	0	0.058753126	0	0.144697507	0	0	0.534	0.003735783	1.093323035
TCGA-BT-A3PH-01	BLCA	0	0	0.057040514	0.04895776	0	0.067703431	0	0.170896197	0	0	0.0190554	0.000452497	0	0	0	0.381953086	0	0.173546917	0	0.074937021	0	0.005457178	0.208	0.065319412	1.060994366
TCGA-BT-A3PJ-01	BLCA	0	0.033774499	0.002747113	0.052508588	0	0.196305254	0.008019113	0.084018038	0.014469158	0	0.070251627	0.006396786	0.01426065	0.12796851	0.131393738	0.16323666	0.014807167	0	0	0.07841926	0	0.001423839	0.06	0.149081555	1.031349245
TCGA-GD-A3OP-01	BLCA	0.076209381	0	0.038712943	0.132973277	0	0.108013985	0	0.127509101	0	0	0	0.050206862	0.002024718	0	0.066156297	0.2963107	0.01204042	0	0.083003227	0	0	0.006839088	0.058	0.151665984	1.021387248
TCGA-GC-A3RB-01	BLCA	0	0.004475257	0.117300254	0.086938212	0	0.012314688	0	0.105411263	0	0	0.002380593	0.035530295	0.007873765	0.027882139	0.045907952	0.287648151	0.180035273	0.025888404	0	0.060413754	0	0	0.028	0.193293927	1.005060225
TCGA-FD-A3SS-01	BLCA	0	0	0.05167673	0.067306232	0.058814106	0	0	0.071785738	0	0	0.092054365	0	0.061431287	0	0.013600452	0.322557841	0	0.197185038	0	0.063588212	0	0	0.11	0.102663612	1.043282673
TCGA-GD-A3OS-01	BLCA	0.008109835	0.055532086	0.044605481	0.133125918	0	0.011116897	0	0.10808223	0.033396535	0	0.01706969	0.016285392	0.022812151	0.103795781	0	0.375658262	0	0.054957227	0	0.015452515	0	0	0.044	0.171270762	1.018276008
TCGA-BT-A3PK-01	BLCA	0	0.005196291	0	0.034230761	0	0.034978253	0	0.089453622	0.033179914	0	0.000220927	0.019816364	0	0.217544536	0.059554896	0.213011998	0	0.156708033	0	0.09142759	0	0.044676815	0.132	0.091563408	1.06758017
TCGA-FD-A3SJ-01	BLCA	0.164732525	0	0.021440678	0.055697993	0.008466325	0	0	0.177009918	0	0	0	0.020958697	0.042334433	0.085058053	0.045718081	0.26666085	0.008214315	0	0.103708133	0	0	0	0.008	0.25730548	0.976577996
TCGA-FD-A3B8-01	BLCA	0.076046252	0	0.000841138	0.15903864	0	0.216331356	0.03106328	0.018230238	0	0	0.013022367	0.019033129	0.035907151	0.041653489	0.129128007	0.151097276	0.012429878	0.004471237	0.076545165	0	0	0.015161397	0.024	0.205433982	1.003441977
TCGA-FD-A3B6-01	BLCA	0.022202742	0	0.00562625	0.26556324	0	0	0.095065012	0.098215929	0.00943464	0	0.04710378	0.034258047	0.035517914	0.039269672	0.052423165	0.244209808	0.003126487	0	0.042361182	0	0	0.005622131	0.094	0.114608805	1.043326305
TCGA-G2-A3IB-01	BLCA	0	0.069568255	0.029090884	0.118864162	0.030524094	0.051851673	0	0.022531202	0	0	0.054767432	0.013441296	0.023453684	0.243683242	0.016679009	0.159830161	0.023525875	0.080896959	0	0.052181749	0.009110324	0	0.232	0.058130133	1.065278855
TCGA-FD-A3B7-01	BLCA	0	0.015031631	0.032509039	0.266506582	0	0.020408168	0.050641145	0.02947522	0.012948685	0	0.010234866	0	0	0.216359664	0.102279137	0.189815954	0	0	0	0.048933509	0	0.004856401	0.126	0.096480531	1.057370492
TCGA-FD-A3B5-01	BLCA	0	0	0	0.101859617	0	0.092382959	0	0.065404805	0	0	0.030413207	0	0.03539588	0.17902593	0.036349302	0.289515173	0	0.040680504	0	0.124743447	0.001144159	0.003085017	0.222	0.060767223	1.073069094
TCGA-DK-A3IT-01	BLCA	0.237991347	0	0.258326012	0.065954816	0.042726065	0.031108761	0.007923608	0.010722564	0.018450186	0	0.033265958	0	0.046574573	0.009266997	0.035719215	0.13985005	0	0	0.062119847	0	0	0	0	0.49054449	0.875985784
TCGA-G2-A3IE-01	BLCA	0	0.138558927	0.12087811	0.0962648	0.13911535	0	0	0.06531703	0.131887431	0	0	0	0.01534628	0	0	0.157512027	0	0.091574625	0	0.035535417	0	0.008010004	0	0.344991652	0.944911038
TCGA-DK-A3IM-01	BLCA	0	0.019604513	0.000271124	0.024167939	0.000628827	0	0	0.138851527	0	0	0	0.02076534	0	0.535642642	0.042523328	0.141876225	0	0.033414529	0	0.042254005	0	0	0.01	0.23675369	1.035340977
TCGA-DK-A3IN-01	BLCA	0.052793553	0	0.029888837	0.135162374	0	0.04172241	0	0.104661637	0.043369349	0	0	0	0.027324045	0	0.023140305	0.449672254	0.006971327	0.007346117	0	0.062113798	0	0.015833993	0.092	0.116495709	1.041905664
TCGA-DK-A3IU-01	BLCA	0.139323625	0	0.039666009	0.199402155	0	0.158071843	0.030010373	0.03942235	0.059115399	0	0	0.043348495	0	0.0455153	0.106331708	0.105506447	0.005233185	0	0.015692327	0	0	0.013360785	0.006	0.264775197	0.985303947
TCGA-GV-A3JW-01	BLCA	0	0.161228567	0.05421002	0.106481985	0.214734238	0	0	0	0	0	0.093301244	0	0.063354191	0.100905256	0.004696151	0.048260032	0	0.051472534	0.101355782	0	0	0	0.238	0.056462513	1.058710921
TCGA-GC-A3I6-01	BLCA	0	0	0.013401181	0.074755656	0	0.027759221	0	0.107378374	0.020206201	0	0.032224967	0.036523488	0	0.071983592	0.112429846	0.329485996	0	0.121135252	0.05136948	0	0	0.001346747	0.006	0.272460313	0.978504995
TCGA-K4-A4AB-01	BLCA	0	0.078003616	0.039611273	0.043940607	0	0.199276018	0	0.091697841	0.008859678	0	0.007817202	0.017409214	0.004678724	0	0.001142349	0.31218529	0.081497608	0.076764289	0.033012387	0.001977394	0	0.002126511	0.038	0.190746297	1.003246229
TCGA-K4-A5RJ-01	BLCA	0	0	0.004954393	0.254536384	0	0	0.054167449	0.079629403	0.026047772	0	0.013287188	0.008241871	0.012778094	0	0.10624774	0.406874094	0.029800057	0	0	0.003307959	0	0.000127597	0	0.491202691	0.870849684
TCGA-LT-A5Z6-01	BLCA	0.135313894	0	0.25932587	0.168397658	0	0.009860863	0	0.045266024	0.014005246	0	0	0.068529408	0.003913971	0.089710257	0.016474999	0.064273236	0	0.01520902	0.109719554	0	0	0	0	0.439348857	0.903697362
TCGA-CU-A5W6-01	BLCA	0.072294115	0	0.152023415	0.142065394	0	0.04432255	0.000571806	0.058652767	0.029458513	0	0	0	0.080330728	0.008684088	0.097228815	0.151500713	0.02538278	0.031189674	0	0.073265329	0	0.033029312	0	0.329774533	0.948930691
TCGA-CF-A3MI-01	BLCA	0	0.082979507	0.048112862	0.165971472	0.152951902	0	0	0.058600743	0.018838508	0	0	0.025034006	0.024409834	0.007107045	0	0.32821277	0	0.065579932	0.008160397	0.014041021	0	0	0.056	0.155659481	1.023127307
TCGA-CF-A3MG-01	BLCA	0	0.067842285	0	0	0.254680044	0	0	0.241195683	0	0	0.100457572	0	0.017436507	0	0	0.131205325	0.024620684	0.113824786	0	0.048737114	0	0	0.93	-0.028270142	1.113038641
TCGA-CF-A3MH-01	BLCA	0	0.001990963	0.155165766	0.04179344	0.209536994	0	0	0.352679771	0	0	0.002709741	0	0.002918981	0	0	0.119369424	0.049048996	0.04057266	0	0.024213264	0	0	0.044	0.170394683	1.047194434
TCGA-BT-A2LD-01	BLCA	0.058606206	0	0.098497595	0.15230942	0	0.006754054	0	0.14546746	0.030348959	0.030679932	0	0.060472626	0	0.081338965	0.102727079	0.113314472	0	0.006451271	0.105108339	0	0	0.007923623	0.012	0.224200016	0.995768543
TCGA-DK-A3IL-01	BLCA	0.219172527	0.191278558	0.08515095	0.060586583	0	0	0	0.19413737	0.007107754	0	0	0.027980103	0	0.070192804	0.051316402	0.018187851	0	0.011998157	0	0.046857029	0.016033912	0	0	0.340940218	0.964985254
TCGA-FD-A3NA-01	BLCA	0	0.003230551	0.022835409	0.185232302	0	0	0.056534865	0.093747272	0.009142013	0	0.048959998	0	0.008489484	0.128503374	0.051180076	0.309079602	0	0.045020525	0	0.02308862	0	0.014955909	0.128	0.093505063	1.050527189
TCGA-GV-A3JZ-01	BLCA	0.009170889	0	0.11359751	0.083762364	0	0.094406263	0	0.055934183	0	0	0.008808352	0.026463264	0.003231038	0.03966907	0.068943313	0.42938814	0	0	0	0.063033393	0	0.003592222	0.042	0.182311784	1.016513126
TCGA-FD-A3N6-01	BLCA	0	0	0.038218086	0.226901415	0	0	0.007934877	0.170954063	0	0	0	0.045547616	0	0.111081862	0.237754952	0.136116868	0.010776393	0	0	0.014713867	0	0	0.024	0.204667301	1.032173432
TCGA-DK-A3IK-01	BLCA	0.018978615	0.215197677	0.114580054	0.087389726	0.134654661	0	0	0	0.031026082	0.004193216	0.080353525	0	0.036938456	0.140679806	0.056561055	0.021652432	0	0.024287753	0.020711592	0.012795348	0	0	0	0.426367227	0.904701902
TCGA-CU-A3KJ-01	BLCA	0.003894575	0	0	0.119762719	0	0.155080852	0.055765874	0.074116969	0	0	0.01755543	0.01889525	0.021353341	0.080166231	0.107595146	0.151916385	0.022136455	0.047557665	0	0.100597646	0	0.023605461	0.366	0.024858936	1.081033699
TCGA-DK-A3IV-01	BLCA	0.074793803	0.079274289	0	0.097027899	0	0.142325866	0	0.091617126	0.102974832	0	0	0.043428035	0.010397831	0.017848282	0.103202428	0.110593634	0	0.080749392	0.045766583	0	0	0	0.01	0.23514954	0.996126051
TCGA-DK-A3IS-01	BLCA	0	0.105005705	0.012135145	0.279233346	0	0	0	0.190133078	0.033432341	0	0	0.076775277	0.029964213	0	0.034338478	0.141403845	0.035330295	0.032120771	0.030127506	0	0	0	0.498	0.00764862	1.10233792
TCGA-DK-A2I4-01	BLCA	0.08827207	0	0.049530768	0.180821249	0	0.149655873	0.018760694	0.039209805	0.017275779	0	0	0.070000963	0.024661546	0	0.067233498	0.264016732	0.00076984	0.002068221	0.023541763	0	0	0.0041812	0.016	0.215324545	1.000344356
TCGA-CF-A3MF-01	BLCA	0	0.033862786	0.02740852	0.099935898	0.314158134	0	0	0.020797982	0	0	0.045038691	0	0.037628766	0.102499015	0.002275545	0	0.023941394	0.05677023	0.216398731	0	0.019284306	0	0.126	0.096465264	1.049572166
TCGA-BL-A3JM-01	BLCA	0.032349794	0	0.027045707	0.164861267	0	0	0	0.113172005	0.005952079	0	0	0.039629583	0	0.235137547	0.096098227	0.255235954	0	0	0.030517838	0	0	0	0	0.436127203	0.8993852
TCGA-FD-A3N5-01	BLCA	0	0	0.020330699	0.089878205	0	0	0.01666696	0.085559173	0.010872957	0	0	0.061178047	0	0.445015532	0.032341503	0.156390185	0.008689471	0	0	0.058451157	0	0.014626111	0.056	0.1550175	1.060649642
TCGA-BT-A20R-01	BLCA	0.061626993	0	0.01880801	0.050096425	0	0	0	0.015889821	0.006833726	0	0	0.021856159	0	0.431071965	0.011773804	0.318289223	0	0.013768235	0.049985638	0	0	0	0.014	0.220431704	1.036175341
TCGA-CF-A27C-01	BLCA	0	0.134505468	0.053583937	0.275587093	0	0.174690346	0	0.086611275	0	0	0.018902223	0.038580567	0.051473029	0	0	0.049374613	0.004468895	0.047358037	0.060017404	0	0	0.004847114	0.192	0.070327799	1.082217306
TCGA-BT-A20X-01	BLCA	0	0.004687469	0.177751231	0.126419086	0	0.019392212	0	0.081651807	0.007085747	0	0.012987582	0.029208285	0.027048191	0.034171874	0.086635885	0.315468298	0	0.061867158	0.015625174	0	0	0	0.006	0.269177356	0.979131368
