sample	CancerType	Cuproptosis_positive	Cuproptosis_negative	Cuproptosis_activity_score	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-4Z-AA81	BLCA	-0.446891218	0.645671812	-1.09256303	0.005350612	0.002643234	0.025202539	0.318788499	0	0	0.071272968	0.125821597	0	0	0	0.14128135	0.023652185	0	0.004690577	0.07875431	0	0.115057412	0.087484716	0	0	0	0.174	0.075842841	1.085663526
TCGA-4Z-AA82	BLCA	-0.515774431	0.500677032	-1.016451463	0	0.085000329	0.014165975	0.000731656	0	0.047053685	0	0.091412463	0.006359137	0	0	0.065845694	0.005522511	0	0	0.197559239	0.195888897	0.212380169	0.076043096	0	0	0.002037149	0.01	0.237874436	0.985519107
TCGA-4Z-AA83	BLCA	-0.415879286	0.606761187	-1.022640473	0	0.066880694	0.024201006	0.08593229	0.033484315	0	0	0.08807504	0.047301619	0	0	0.101391894	0	0.094176506	0.063082704	0.208912361	0.009518735	0.099664454	0	0.046424391	0	0.030953992	0.194	0.069976792	1.059355652
TCGA-4Z-AA84	BLCA	-0.262698451	0.695990259	-0.95868871	0.030563276	0.083256963	0.109474298	0.129932005	0	0	0	0.065063674	0.02737159	0	0	0	0.0173148	0.162106275	0.011154371	0.133018687	0	0.034365916	0	0.183332925	0.013045219	0	0.004	0.293863297	0.967839006
TCGA-4Z-AA86	BLCA	-0.514831178	0.718720526	-1.233551705	0.012746492	0.002706375	0.005938361	0.066561482	0	0.132718239	0.016948117	0.061460574	0.019239651	0	0.063172041	0.003279734	0	0.204485395	0.059251022	0.244987948	0	0	0	0.106504569	0	0	0.282	0.042636827	1.078880812
TCGA-4Z-AA87	BLCA	0.565970949	-0.469042243	1.035013192	0.010308444	0.01891781	0.135403866	0.283197635	0	0	0.012100906	0	0.008369029	0.002618741	0	0.007943317	0.048938249	0	0.05561148	0.32659669	0.012214045	0	0	0.074778409	0	0.003001378	0.008	0.261644549	0.979775462
TCGA-4Z-AA89	BLCA	0.633570331	-0.606270284	1.239840615	0	0.149872152	0.019956097	0.23784373	0	0	0	0.219670586	0.005373697	0	0	0.026773864	0.043429047	0	0.055449443	0.158449523	0	0.056794487	0	0.022477975	0.0039094	0	0.294	0.039677149	1.08110541
TCGA-5N-A9KI	BLCA	-0.562186262	0.426650688	-0.98883695	0	0.099400536	0.05130933	0.08199021	0	0.002099401	0	0.060326234	0.035938067	0	0	0.044085302	0	0.153599844	0.024147156	0.308382857	0.003258515	0.026655891	0.073067654	0	0	0.035739001	0.024	0.203359168	1.001419759
TCGA-5N-A9KM	BLCA	0.579869939	-0.84664449	1.426514428	0.007742549	0	0.129085537	0.282484195	0	0	0	0.04968516	0	0	0	0.054051042	0.023578865	0.040173651	0.031839308	0.195016174	0.001040991	0.004525377	0.1694085	0	0.005255998	0.006112656	0.004	0.278418971	0.970407293
TCGA-BL-A0C8	BLCA	0.614332099	-0.416315465	1.030647565	0	0.011491635	0.002708257	0.019259776	0.19618978	0	0	0.054477764	0	0.004912158	0.023535931	0	0.020143719	0.056741987	0	0.428909579	0	0.125300973	0.049366883	0	0	0.006961557	0.424	0.016274429	1.085588542
TCGA-BL-A13I	BLCA	0.511422614	-0.592250967	1.103673581	0.003895119	0	4.57E-05	0.036839698	0	0.091833485	0	0.049317163	0.03103145	0	0	0.023314503	0.00422999	0	0.013796336	0.664701651	0	0	0.073969061	0.004742842	0	0.002283001	0	0.600487821	0.805014197
TCGA-BL-A13J	BLCA	-0.383720294	-0.686342035	0.30262174	0	0.045393424	0.168950684	0.085937619	0.043552461	0	0.02440185	0.058033896	0	0	0.086750233	0	0.014714843	0.030983615	0.048364287	0.279974614	0	0.085856116	0.009781283	0.017305075	0	0	0.044	0.172723403	1.018045984
TCGA-BL-A3JM	BLCA	-0.356092651	0.368017677	-0.724110328	0.032349794	0	0.027045707	0.164861267	0	0	0	0.113172005	0.005952079	0	0	0.039629583	0	0.235137547	0.096098227	0.255235954	0	0	0.030517838	0	0	0	0	0.436127203	0.8993852
TCGA-BL-A5ZZ	BLCA	-0.630558408	-0.434681031	-0.195877377	0.003821596	0.000688143	0	0.028781691	0	0.038683635	0	0.013303025	0.033894192	0	0.070997833	0	0	0.391344182	0	0.372547475	0	0	0	0.045938228	0	0	0	0.377803739	0.947114054
TCGA-BT-A0S7	BLCA	0.412490414	-0.697200223	1.109690636	0.07845522	0.077425657	0	0.122789035	0	0.045922291	0	0.142060226	0	0	0	0	0.006270977	0.001373331	0.019138195	0.403779511	0.043416586	0.009887073	0	0.047919319	0	0.00156258	0.044	0.173291472	1.016682013
TCGA-BT-A0YX	BLCA	0.553266144	-0.401315107	0.954581252	0.024563684	0	0.009994543	0.217596124	0	0.152526345	0.031777037	0.127886015	0.014386894	0	0.007083792	0.012018902	0.033559821	0	0.063538631	0.168810271	0.045875955	0.022512755	0	0.051910147	0	0.015959084	0.216	0.063299934	1.06917347
TCGA-BT-A20J	BLCA	-0.464999596	-0.565978813	0.100979217	0.017535303	0.039161576	0	0.158559955	0	0.165114468	0	0.046002209	0.021441666	0	0	0.093896425	0.025429826	0	0.109334743	0.286724864	0.011341433	0.002806805	0.008461694	0	0	0.014189034	0.174	0.076047475	1.067595744
TCGA-BT-A20N	BLCA	-0.281847838	0.806564203	-1.088412041	0.155471684	0	0.176183263	0.076916553	0.022431246	0	0	0.094917241	0	0	0.003256396	0	0.016944984	0	0.105676495	0.214647957	0.061023428	0.0077428	0	0.058944374	0	0.005843579	0	0.392916312	0.923030047
TCGA-BT-A20O	BLCA	-0.40122124	0.603637254	-1.004858494	0.040709631	0.00800016	0	0.329868304	0	0.027094067	0.10945257	0.046452115	0.023330284	0	0	0.00273521	0.014336225	0	0.104095063	0.261821421	0.006892569	0.003549631	0.017167461	0.004495288	0	0	0.124	0.097276926	1.055948371
TCGA-BT-A20P	BLCA	-0.372226912	-0.731308554	0.359081642	0	0.235673224	0.038157483	0.110289556	0.023949085	0.103536312	0	0.013921572	0	0	0	0.086544527	0.074275634	0	0	0.170043536	0	0.089789893	0	0.053819179	0	0	0.058	0.150513606	1.027392978
TCGA-BT-A20Q	BLCA	-0.20780863	-0.532805234	0.324996604	0.045864323	0	0.12949674	0.119959097	0	0.110541294	0.023016117	0.101911725	0.061400185	0	0.005973304	0.005311661	0.022812566	0.010875594	0.077184936	0.233843807	0.037086141	0.005981821	0.002170531	0.006570157	0	0	0.008	0.250971175	0.984202371
TCGA-BT-A20R	BLCA	-0.493340895	0.343893264	-0.837234159	0.061626993	0	0.01880801	0.050096425	0	0	0	0.015889821	0.006833726	0	0	0.021856159	0	0.431071965	0.011773804	0.318289223	0	0.013768235	0.049985638	0	0	0	0.014	0.220431704	1.036175341
TCGA-BT-A20T	BLCA	-0.528910617	-0.726593595	0.197682978	0	0.073752798	0	0.227028875	0	0.011363204	0.003810423	0.184780473	0.088473597	0	0	0.053068022	0.028684442	0.070984637	0.042344463	0.118014797	0.003441444	0.03129221	0.059832172	0	0.003128442	0	0.074	0.140721422	1.039215367
TCGA-BT-A20U	BLCA	0.43634593	-0.463988179	0.900334109	0	0.046946624	0.022255067	0.100089049	0	0.016035237	0	0.081579238	0.047602426	0	0.044961432	0.012731258	0.011856676	0.10740071	0.086137394	0.372685624	0.019980379	0	0.021061856	0	0	0.00867703	0.112	0.101884973	1.048592294
TCGA-BT-A20V	BLCA	-0.598942124	0.382938213	-0.981880337	0	0.092520929	0.004052093	0.120755832	0	0	0	0.113812501	0.018995284	0	0	0.116865171	0.050020408	0	0.058551779	0.176089972	0.029802884	0.182844867	0.031579151	0	0	0.004109129	0.068	0.143093848	1.032080161
TCGA-BT-A20W	BLCA	-0.423311722	-0.558564158	0.135252435	0.043753747	0.073833133	0.022599634	0.210941155	0	0.026106596	0	0.115473904	0.103356344	0	0	0.036926347	0.04151369	0	0.057093523	0.181053103	0.028467972	0.041407713	0.017473139	0	0	0	0.022	0.20818159	1.004396581
TCGA-BT-A20X	BLCA	-0.403631841	0.31679382	-0.720425661	0	0.004687469	0.177751231	0.126419086	0	0.019392212	0	0.081651807	0.007085747	0	0.012987582	0.029208285	0.027048191	0.034171874	0.086635885	0.315468298	0	0.061867158	0.015625174	0	0	0	0.006	0.269177356	0.979131368
TCGA-BT-A2LA	BLCA	-0.527901364	-0.466698884	-0.06120248	0.072041359	0	0	0.190338198	0.022973837	0	0	0.324544636	0	0	0	0.100117991	0.055777304	0.038193279	0	0.101832415	0	0	0	0.094180981	0	0	0.69	-0.011341928	1.129005803
TCGA-BT-A2LB	BLCA	-0.309677646	-0.617292266	0.30761462	0.090248278	0	0.029576598	0.13552011	0	0.052134873	0.036447065	0.104385299	0.000838767	0	0.068528585	0	0.018428201	0.008118633	0.096249346	0.171488351	0.012261197	0.074900028	0	0.043968466	0	0.056906204	0.044	0.171216451	1.014382755
TCGA-BT-A2LD	BLCA	-0.246507994	0.463357996	-0.70986599	0.058606206	0	0.098497595	0.15230942	0	0.006754054	0	0.14546746	0.030348959	0.030679932	0	0.060472626	0	0.081338965	0.102727079	0.113314472	0	0.006451271	0.105108339	0	0	0.007923623	0.012	0.224200016	0.995768543
TCGA-BT-A3PH	BLCA	-0.418109266	-0.532434714	0.114325448	0	0	0.057040514	0.04895776	0	0.067703431	0	0.170896197	0	0	0.0190554	0.000452497	0	0	0	0.381953086	0	0.173546917	0	0.074937021	0	0.005457178	0.208	0.065319412	1.060994366
TCGA-BT-A3PJ	BLCA	-0.458344139	0.763476337	-1.221820476	0	0.033774499	0.002747113	0.052508588	0	0.196305254	0.008019113	0.084018038	0.014469158	0	0.070251627	0.006396786	0.01426065	0.12796851	0.131393738	0.16323666	0.014807167	0	0	0.07841926	0	0.001423839	0.06	0.149081555	1.031349245
TCGA-BT-A3PK	BLCA	-0.724114941	0.537363435	-1.261478376	0	0.005196291	0	0.034230761	0	0.034978253	0	0.089453622	0.033179914	0	0.000220927	0.019816364	0	0.217544536	0.059554896	0.213011998	0	0.156708033	0	0.09142759	0	0.044676815	0.132	0.091563408	1.06758017
TCGA-BT-A42C	BLCA	-0.30496713	0.43313682	-0.73810395	0	0.156119793	0.110485821	0.061017875	0.073594479	0	0	0.134620479	0.033437438	0	0.02193774	0	0.05400073	0	0	0.053385771	0	0.194107603	0	0.076072517	0	0.031219755	0	0.331733268	0.948941029
TCGA-BT-A42E	BLCA	-0.400098071	0.501486878	-0.901584949	0.016413961	0.018539182	0	0.18971226	0	0	0.049018992	0.0722885	0.144364682	0	0.080323417	3.16E-05	0.023459107	0.024684594	0.160076469	0.138925035	0.020081104	0.025748086	0	0.036333058	0	0	0.114	0.099948658	1.064798682
TCGA-BT-A42F	BLCA	0.71309022	0.587097569	0.125992651	0.056107909	0	0.105985587	0.124899302	0	0	0.031589368	0.093962219	0.030844714	0	0.077141865	0	0.027814235	0.189940749	0.041557838	0.162718273	0.007065787	0	0	0.050372153	0	0	0.01	0.235473504	0.989212199
TCGA-C4-A0EZ	BLCA	-0.440670831	-0.292110232	-0.1485606	0	0.034488383	0.129470962	0.100527397	0.038708594	0	0	0.161004415	0	0	0	0.030776259	0.009639292	0.131748343	0.070559099	0.293077255	0	0	0	0	0	0	0.092	0.11791033	1.045033991
TCGA-C4-A0F0	BLCA	0.609051418	0.556944199	0.052107219	0.002460121	0	0.007708353	0.151623725	0	0.086415043	0.007028152	0	0	0	0	0.045631132	0	0.044869081	0.07805951	0.38480694	0.07427407	0.0341262	0.00319524	0.070403947	0	0.009398487	0.096	0.112440555	1.048237326
TCGA-C4-A0F1	BLCA	0.440776089	-0.401264027	0.842040116	0	0.004264582	0.084928369	0.037426983	0	0.114270613	0	0.062791625	0	0	0	0.052599069	0.017376899	0.056431155	0.229192148	0.196459186	0.046123591	0.042639586	0.030743315	0	0.008651506	0.016101375	0.06	0.149553932	1.047275451
TCGA-C4-A0F6	BLCA	0.720534817	-0.648700344	1.369235162	0	0.138931018	0.104360013	0.179241004	0	0	0	0.056504635	0.010367741	0.029617961	0	0.023984307	0	0.151067277	0.008014981	0.132275159	0.015909029	0.012859047	0.101143266	0	0.035724562	0	0	0.355076509	0.936342314
TCGA-C4-A0F7	BLCA	-0.598798171	-0.54077679	-0.058021381	0	0.051955185	0	0.038650214	0.092948495	0	0	0.06614108	0	0	0.096310887	0	0.017333262	0.068627875	0	0.272904102	0.012656471	0.185261525	0.083573701	0.006198616	0	0.007438586	0.344	0.028068557	1.066796217
TCGA-CF-A1HR	BLCA	-0.232334852	-0.614075359	0.381740507	0.104628149	0	0.247352735	0.140008557	0	0.026911855	0.000764282	0.07085402	0.024136876	0	0	0.062319704	0.020315985	0	0.012603677	0.133808043	0.025919469	0.048121643	0.082255004	0	0	0	0	0.425731029	0.907984502
TCGA-CF-A1HS	BLCA	-0.447811638	0.599473394	-1.047285032	0.009219011	0.005050856	0.017067977	0.042286233	0	0.107289014	0	0.071093105	0	0	0	0.039033462	0.015019424	0.018583519	0.048433365	0.320779739	0.18797984	0.110060924	0	0.007651566	0	0.000451964	0.112	0.101510426	1.047117577
TCGA-CF-A27C	BLCA	-0.374923026	-0.464183446	0.08926042	0	0.134505468	0.053583937	0.275587093	0	0.174690346	0	0.086611275	0	0	0.018902223	0.038580567	0.051473029	0	0	0.049374613	0.004468895	0.047358037	0.060017404	0	0	0.004847114	0.192	0.070327799	1.082217306
TCGA-CF-A3MF	BLCA	-0.586994576	-0.507642829	-0.079351747	0	0.033862786	0.02740852	0.099935898	0.314158134	0	0	0.020797982	0	0	0.045038691	0	0.037628766	0.102499015	0.002275545	0	0.023941394	0.05677023	0.216398731	0	0.019284306	0	0.126	0.096465264	1.049572166
TCGA-CF-A3MG	BLCA	-0.56166671	-0.72106636	0.159399651	0	0.067842285	0	0	0.254680044	0	0	0.241195683	0	0	0.100457572	0	0.017436507	0	0	0.131205325	0.024620684	0.113824786	0	0.048737114	0	0	0.93	-0.028270142	1.113038641
TCGA-CF-A3MH	BLCA	-0.535667224	-0.616485811	0.080818587	0	0.001990963	0.155165766	0.04179344	0.209536994	0	0	0.352679771	0	0	0.002709741	0	0.002918981	0	0	0.119369424	0.049048996	0.04057266	0	0.024213264	0	0	0.044	0.170394683	1.047194434
TCGA-CF-A3MI	BLCA	-0.323311554	-0.558959068	0.235647513	0	0.082979507	0.048112862	0.165971472	0.152951902	0	0	0.058600743	0.018838508	0	0	0.025034006	0.024409834	0.007107045	0	0.32821277	0	0.065579932	0.008160397	0.014041021	0	0	0.056	0.155659481	1.023127307
TCGA-CF-A47S	BLCA	0.218043731	-0.397281244	0.615324976	0.002842989	0	0.040398076	0.116441174	0.113250059	0	0	0.149604909	0.12696024	0	0	0.027277801	0.025480847	0.002192455	0.162272555	0.084498049	0.017381144	0.097197442	0	0.034202258	0	0	0.11	0.10272759	1.075087829
TCGA-CF-A47T	BLCA	0.268170461	-0.628253016	0.896423476	0	0.059379409	0.03975522	0.027744107	0.418834806	0	0	0.219528152	0.001715087	0.035521154	0.019897138	0	0.011918475	0.058108109	0.003727225	0.037593293	0.005903395	0.015057396	0.045317032	0	0	0	0.298	0.038804688	1.120281006
TCGA-CF-A47V	BLCA	-0.476676348	-0.664020187	0.187343839	0	0.107375741	0.036941221	0.158471666	0.1004159	0	0	0.184048743	0.045520571	0	0	0.021623483	0.045891461	0	0.023255824	0.180228959	0.002640666	0.062940696	0.003395637	0.027249432	0	0	0.08	0.129233735	1.039769234
TCGA-CF-A47W	BLCA	0.476706552	-0.7231033	1.199809852	0	0.037353558	0.011334615	0.096904442	0.029824508	0.04130479	0	0.036585033	0.055820142	0	0.086421886	0	0.068863886	0.056514132	0.021306855	0.122907258	0.016645525	0	0.305339083	0	0.012874287	0	0.7	-0.011967414	1.086466631
TCGA-CF-A47X	BLCA	0.332822931	-0.7070178	1.039840731	0	0.246515185	0.062938967	0.080808245	0.092813774	0.076625764	0	0.069098288	0	0	0.029394703	0	0	0	0	0.170634195	0.022916861	0.134102759	0	0.014151258	0	0	0.078	0.134503017	1.038283282
TCGA-CF-A47Y	BLCA	-0.284502247	-0.626354785	0.341852538	0	0.050526736	0.096092983	0.31869289	0.061714882	0	0	0.159840951	0	0	0.005214086	0.022390496	0.045253755	0	0.009042488	0.114748943	0	0.01991178	0.095779144	0	0	0.000790867	0.112	0.100755268	1.061870961
TCGA-CF-A5U8	BLCA	0.489569947	-0.750268934	1.239838881	0	0.046051479	0.18811808	0.190407314	0.094919899	0	0	0.147764624	0	0	0.014398719	0.0535031	0.00363559	0	0	0.181870524	0	0.042869998	0	0	0	0.036460673	0.076	0.138449058	1.049740608
TCGA-CF-A5UA	BLCA	0.364580378	-0.908946176	1.273526554	0	0.156660667	0.020457117	0.108889599	0	0	0	0.150227974	0.046711547	0	0.010101717	0.029328114	0.015489914	0.106370343	0	0.275836542	0.071502355	0	0.00842411	0	0	0	0.078	0.134389483	1.032152298
TCGA-CF-A7I0	BLCA	-0.442728559	-0.469903057	0.027174498	0.017055346	0	0.064200801	0.22066827	0.018500165	0	0	0.057783979	0.034228168	0	0	0.076059596	0.052075409	0	0.020941962	0.180834001	0.03058963	0.01908971	0.207972962	0	0	0	0.142	0.08606331	1.046162033
TCGA-CF-A8HX	BLCA	-0.508591676	-0.735092399	0.226500723	0	0.172506626	0.017028802	0.096457039	0.160096735	0	0	0.027597458	0.03184891	0	0	0.060516635	0.026758409	0	0	0.297209819	0	0.102825565	0.004386071	0	0.002767932	0	0.468	0.01082058	1.080592792
TCGA-CF-A8HY	BLCA	-0.395588736	-0.743738901	0.348150165	0	0.149227221	0.006992475	0.177732163	0.000753417	0	0	0.157359301	0.026198145	0	0.000852846	0.007556242	0.04116904	0	0	0.195525957	0.108215418	0.084450995	0	0.04396678	0	0	0.758	-0.016725514	1.083766536
TCGA-CF-A9FF	BLCA	-0.312083734	-0.863622643	0.551538908	0.335190263	0	0.039544822	0.097147339	0	0	0	0.210987109	0.042328301	0	0	0.073575396	0.008714268	0.006243152	0.016650806	0.071942504	0	0.026692013	0.070984027	0	0	0	0	0.347808024	0.953307794
TCGA-CF-A9FH	BLCA	0.379004104	-0.672175268	1.051179371	0	0.074879243	0.012421446	0.149684532	0.111381645	0	0	0.098516464	0	0	0	0.030018828	0.024281269	0	0.014816923	0.145708993	0	0.296186379	0.039794634	0	0	0.002309644	0.196	0.069483446	1.070917645
TCGA-CF-A9FL	BLCA	0.366363394	-0.816557187	1.182920581	0	0.080052746	0.209026423	0.108018289	0.048296373	0	0	0.099413287	0.005287979	0	0.006359417	0.012472289	0.018350258	0	0.006904422	0.337242644	0	0.009916864	0.058659009	0	0	0	0	0.346110843	0.946120565
TCGA-CF-A9FM	BLCA	0.521909231	-0.495528253	1.017437484	0	0.055815854	0.032719183	0.091344582	0.039144859	0.05023582	0	0.007140422	0.064801721	0	0	0.086636493	0.035754203	0	0.020700703	0.163722715	0.055153409	0.131086242	0	0.14216555	0	0.023578245	0.178	0.073861019	1.055439544
TCGA-CU-A0YN	BLCA	-0.770380352	0.894729889	-1.665110241	0.008340146	0.01792449	0.003824085	0.079121771	0	0.171446309	0	0.037139047	0.016208142	0	0.121808015	0	0.003632908	0.16835356	0	0.107387452	0.007055297	0.044557131	0	0.204015961	0	0.009185687	0.312	0.033308021	1.089509619
TCGA-CU-A0YO	BLCA	0.37397707	0.356277163	0.017699907	0	0.053403439	0.011425515	0.087805578	0	0.161416402	0	0.04620465	0.045583388	0	0	0.036536014	0.015182955	0	0.063016881	0.298067464	0.028111763	0.082131002	0.068861991	0	0	0.002252958	0.102	0.105340224	1.038046758
TCGA-CU-A0YR	BLCA	0.478413327	0.260608658	0.217804669	0.029466586	0	0.040778107	0.050614761	0	0	0.01173392	0.069729637	0.015742572	0.002066895	0	0.028446434	0	0.330791704	0.070193174	0.310873944	0.018948272	0.009387564	0	0.006205531	0	0.005020897	0.1	0.106271435	1.074340099
TCGA-CU-A3KJ	BLCA	-0.378645613	-0.361363521	-0.017282092	0.003894575	0	0	0.119762719	0	0.155080852	0.055765874	0.074116969	0	0	0.01755543	0.01889525	0.021353341	0.080166231	0.107595146	0.151916385	0.022136455	0.047557665	0	0.100597646	0	0.023605461	0.366	0.024858936	1.081033699
TCGA-CU-A3QU	BLCA	-0.310528572	0.428991257	-0.739519829	0.01159856	0	0	0.124500357	0.014290706	0.104050491	0	0.006910986	0	0	0.078350747	0	0.165228074	0.222059948	0	0.0695595	0	0.058753126	0	0.144697507	0	0	0.534	0.003735783	1.093323035
TCGA-CU-A3YL	BLCA	-0.661040262	-0.729777723	0.068737461	0	0.018853288	0.029559417	0.433512914	0	0	0	0.161095995	0.03591394	0	0	0.005001839	0.057531478	0.007704253	0.002289938	0.133607254	0.024071031	0.058529518	0.032329136	0	0	0	0.196	0.068805306	1.087665545
TCGA-CU-A5W6	BLCA	0.303169833	-0.811095463	1.114265295	0.072294115	0	0.152023415	0.142065394	0	0.04432255	0.000571806	0.058652767	0.029458513	0	0	0	0.080330728	0.008684088	0.097228815	0.151500713	0.02538278	0.031189674	0	0.073265329	0	0.033029312	0	0.329774533	0.948930691
TCGA-CU-A72E	BLCA	0.533416728	-0.400848558	0.934265286	0	0.020139654	0.009544576	0.062053807	0	0.029311332	0	0.089753534	0.023124968	0	0.006979083	0	0.029795486	0.32637092	0	0.306316353	0.008647598	0	0.087925529	0	3.72E-05	0	0.056	0.158068787	1.044361943
TCGA-DK-A1A3	BLCA	0.296231907	-0.65332254	0.949554447	0.127655212	0	0.127327744	0.082890386	0	0.06343832	0	0.03291325	0.031856119	0	0	0.03838974	0.015687488	0.044317035	0.045659043	0.242940003	0	0.045374208	0.10155145	0	0	0	0	0.3638135	0.932306929
TCGA-DK-A1A5	BLCA	0.27990411	-0.769913822	1.049817932	0	0.058163207	0	0.270091233	0	0	0	0.060772157	0.019242268	0	0.008716223	0.019724927	0.063358399	0.135198424	0.071687441	0.076965565	0.126675067	0.086626971	0	0.000813086	0.001965033	0	0.042	0.184443754	1.012245375
TCGA-DK-A1A6	BLCA	-0.232312681	-0.482443754	0.250131073	0.006735435	0	0	0.315692443	0	0	0.067423222	0.043323813	0.010867713	0	0.015602174	0	0.021829815	0	0	0.187349891	0	0.21307993	0	0.110615867	0.007479697	0	0.052	0.161322546	1.028350404
TCGA-DK-A1A7	BLCA	0.342211159	-0.35290784	0.695119	0.28308302	0	0.013578395	0.182302784	0	0.15637385	0	0.138830928	0.031230914	0	0	0.029448809	0.032558339	0.014785412	0	0.056559509	0.009252083	0.017136042	0.034859915	0	0	0	0.004	0.292688465	0.982754937
TCGA-DK-A1AA	BLCA	0.364501681	-0.60920586	0.973707541	0	0.103205434	0.02407375	0	0.066880115	0.039406198	0	0.066515801	0.029658782	0.006566693	0	0.070717208	0.018227227	0	0	0.181578072	0.108473206	0.086898118	0.188179971	0	0	0.009619426	0.298	0.038489293	1.052472767
TCGA-DK-A1AB	BLCA	-0.638117956	0.666654126	-1.304772082	0	0.001713574	0.037343157	0.054030236	0	0.170795071	0	0.050911964	0.009353176	0	0.004847513	0.028835536	0.005172066	0.051807184	0.178087212	0.189991704	0.033525137	0.058870158	0.110451058	0	0	0.014265253	0.126	0.094695908	1.056093111
TCGA-DK-A1AC	BLCA	0.323563856	0.361949666	-0.03838581	0.067136832	0	0.169458207	0.146719784	0	0.110612627	0.023498023	0.082508374	0.009173731	0.010846084	0	0.012937585	0	0.049644935	0.049390015	0.137265329	0	0	0	0.123872469	0.006936007	0	0	0.329872427	0.952171814
TCGA-DK-A1AD	BLCA	0.540376363	0.301753443	0.238622921	0.065383708	0	0.067570158	0.286031205	0.014395179	0	0	0.035544078	0.121858202	0	0	0	0.054767822	0	0.162332768	0.155760008	0.007708449	0.020595178	0	0.008053245	0	0	0.016	0.216665441	1.011440181
TCGA-DK-A1AE	BLCA	0.704266773	-0.474487743	1.178754516	0	0.045354035	0.035605314	0.046842561	0	0.088185018	0	0.173067661	0	0.022126601	0	0.177749076	0.010140967	0.019351198	0.056953298	0.150330573	0.065128021	0.045215793	0.063949884	0	0	0	0.142	0.086307176	1.060021594
TCGA-DK-A1AF	BLCA	-0.737452603	-0.474299756	-0.263152848	0.030760257	0.002994303	0	0.127983117	0	0.173740229	0	0.037022317	0.006487872	0	0	0.002840289	0.060310073	0.135040831	0.088134505	0.240732385	0.021748568	0.001858107	0.040190223	0.001219985	0	0.028936939	0.196	0.0692726	1.058617457
TCGA-DK-A1AG	BLCA	-0.429298128	-0.701059335	0.271761207	0	0	0.077814719	0.21188987	0	0.131152922	0	0.111459401	0.074337328	0	0	0.034447078	0.040924204	0	0	0.18923317	0	0.050775776	0	0.02363408	0	0.054331453	0.084	0.127701039	1.044009145
TCGA-DK-A2HX	BLCA	-0.517989774	0.406256138	-0.924245912	0.017724887	0	0.019765796	0.115164409	0	0.176311837	0	0	0.006594885	0	0	0.035473534	0.065922684	0.015968914	0.011070636	0.270020812	0.007919441	0.041150492	0.209372464	0	0	0.007539209	0.132	0.090875094	1.040825193
TCGA-DK-A2I1	BLCA	0.274208773	-0.894372665	1.168581438	0.058804213	0.017963228	0.054621681	0.115787638	0	0.025411997	0	0.032839761	0.09493453	0	0	0.069218424	0.03677473	0.021491306	0.158705524	0.256603829	0.028871175	0	0.018121397	0	0	0.009850566	0.048	0.164948176	1.024989398
